vehicle_category,vehicle_type,engine_cc,cylinders,horsepower,weight_kg,transmission,fuel_type,cooling_system,daily_distance_km,daily_income,fuel_price_per_liter,year,fuel_efficiency_kmpl,label
Roda4,MPV,1754.5,4,126.5,1437.4,Automatic,Diesel,Liquid-cooled,98.2,160460.0,10624.0,2018,9.0,Boros
Roda2,Bebek,113.6,1,8.2,93.8,Manual,Bensin,Air-cooled,38.4,105122.0,12974.0,2020,44.99,Boros
Roda2,Sport,214.9,2,24.5,157.5,Manual,Bensin,Liquid-cooled,77.5,295555.0,12939.0,2016,28.0,Boros
Roda4,City Car,1139.6,3,81.7,882.5,CVT,Bensin,Liquid-cooled,23.8,527981.0,13366.0,2022,18.88,Hemat
Roda2,Sport Besar,587.5,2,63.1,233.2,Manual,Bensin,Liquid-cooled,68.8,275875.0,13683.0,2018,16.0,Boros
Roda4,SUV,1965.6,4,144.5,1600.0,Manual,Hybrid,Liquid-cooled,71.1,142679.0,14392.0,2016,8.0,Boros
Roda4,City Car,1262.7,4,91.5,977.2,Manual,Bensin,Liquid-cooled,55.0,450167.0,11176.0,2022,14.62,Boros
Roda4,MPV,1525.8,4,100.7,1230.1,Automatic,Diesel,Liquid-cooled,41.3,381242.0,11278.0,2019,13.0,Hemat
Roda4,SUV,1682.6,4,120.7,1358.4,Manual,Diesel,Liquid-cooled,82.7,387729.0,13162.0,2015,10.21,Boros
Roda4,MPV,1469.3,4,103.2,1242.3,CVT,Diesel,Liquid-cooled,74.4,337561.0,9484.0,2023,14.09,Hemat
Roda2,Bebek,110.2,1,8.0,97.8,Manual,Bensin,Air-cooled,33.9,255314.0,10431.0,2024,56.31,Hemat
Roda2,Sport Besar,586.3,4,70.0,237.1,Manual,Bensin,Liquid-cooled,38.6,84359.0,12458.0,2018,16.0,Boros
Roda4,MPV,1713.9,4,124.9,1483.0,CVT,Diesel,Liquid-cooled,42.4,463632.0,12594.0,2022,9.48,Boros
Roda4,City Car,1009.3,3,65.0,829.7,CVT,Bensin,Liquid-cooled,97.5,521732.0,11178.0,2026,20.62,Hemat
Roda2,Sport Besar,309.8,3,38.0,173.4,Manual,Bensin,Liquid-cooled,42.9,280662.0,11160.0,2023,22.32,Hemat
Roda2,Matic,134.7,1,12.9,108.2,CVT,Bensin,Air-cooled,41.1,154134.0,11274.0,2019,35.0,Boros
Roda4,City Car,1163.6,3,74.6,895.7,Automatic,Bensin,Liquid-cooled,65.9,563834.0,13053.0,2026,17.42,Hemat
Roda4,MPV,1414.4,4,98.1,1191.6,CVT,Bensin,Liquid-cooled,35.3,199067.0,11986.0,2025,13.07,Hemat
Roda4,City Car,1097.9,4,71.3,863.6,Manual,Bensin,Liquid-cooled,80.5,371121.0,13709.0,2022,16.06,Hemat
Roda4,SUV,1569.8,4,108.6,1282.1,Automatic,Bensin,Liquid-cooled,45.7,445425.0,12947.0,2022,11.28,Hemat
Roda2,Matic,150.5,1,14.6,120.2,CVT,Bensin,Liquid-cooled,49.4,128342.0,11151.0,2024,35.0,Boros
Roda4,SUV,1967.4,4,141.6,1534.7,Manual,Hybrid,Liquid-cooled,26.0,260651.0,14217.0,2023,8.0,Boros
Roda4,City Car,1155.6,3,80.8,908.4,Manual,Bensin,Liquid-cooled,45.3,202639.0,10791.0,2016,16.83,Hemat
Roda4,City Car,1342.4,4,94.1,971.0,Manual,Bensin,Liquid-cooled,53.3,288562.0,13694.0,2025,13.17,Boros
Roda2,Matic,112.4,1,9.3,96.8,CVT,Bensin,Air-cooled,79.8,120268.0,12605.0,2024,52.07,Hemat
Roda4,SUV,1869.6,4,140.7,1447.4,DCT,Bensin,Liquid-cooled,51.7,522004.0,12233.0,2015,8.0,Boros
Roda4,City Car,1423.5,4,105.0,1070.4,CVT,Bensin,Liquid-cooled,23.9,527270.0,10160.0,2018,13.0,Boros
Roda4,SUV,1818.5,4,134.7,1443.2,Manual,Bensin,Liquid-cooled,84.0,492244.0,10862.0,2016,8.0,Boros
Roda4,MPV,1696.0,4,124.8,1369.6,Manual,Bensin,Liquid-cooled,28.5,545560.0,11800.0,2016,9.0,Boros
Roda4,SUV,1925.6,4,141.4,1462.9,Manual,Bensin,Liquid-cooled,82.6,316629.0,12174.0,2021,8.0,Boros
Roda4,SUV,1834.3,4,136.2,1396.2,CVT,Bensin,Liquid-cooled,40.9,489100.0,13224.0,2019,8.0,Boros
Roda4,MPV,1738.8,4,117.2,1500.0,CVT,Bensin,Liquid-cooled,74.9,444950.0,12010.0,2020,9.0,Boros
Roda4,MPV,1689.1,4,123.0,1464.8,CVT,Bensin,Liquid-cooled,31.5,557371.0,13272.0,2022,9.0,Boros
Roda4,City Car,1125.2,4,79.7,915.9,CVT,Bensin,Liquid-cooled,95.2,593165.0,12051.0,2019,17.58,Hemat
Roda4,MPV,1377.4,4,85.0,1156.3,CVT,Diesel,Liquid-cooled,88.0,103990.0,13179.0,2017,15.09,Hemat
Roda4,SUV,1602.1,4,100.0,1324.5,Automatic,Bensin,Liquid-cooled,95.7,239409.0,13448.0,2024,10.17,Boros
Roda4,MPV,1375.0,4,95.8,1140.8,Manual,Diesel,Liquid-cooled,64.2,182392.0,9830.0,2023,14.32,Hemat
Roda2,Sport,230.3,2,26.4,159.2,Manual,Bensin,Liquid-cooled,23.3,229818.0,11789.0,2025,28.0,Boros
Roda4,MPV,1684.0,4,120.8,1404.9,CVT,Diesel,Liquid-cooled,71.6,415759.0,12261.0,2026,9.82,Boros
Roda4,SUV,1619.2,4,108.1,1253.7,Manual,Diesel,Liquid-cooled,19.9,562761.0,8100.0,2021,12.15,Hemat
Roda4,City Car,1170.4,3,80.4,869.6,Manual,Bensin,Liquid-cooled,47.6,303751.0,11689.0,2018,16.6,Hemat
Roda4,MPV,1756.2,4,125.8,1479.7,Manual,Bensin,Liquid-cooled,78.5,116224.0,11515.0,2026,9.0,Boros
Roda4,MPV,1581.4,4,112.7,1324.4,Manual,Bensin,Liquid-cooled,31.7,555523.0,13140.0,2015,9.0,Boros
Roda2,Sport Besar,647.2,4,65.9,250.0,Manual,Bensin,Liquid-cooled,12.9,108643.0,13153.0,2024,16.0,Boros
Roda2,Sport,212.7,1,24.3,150.6,Manual,Bensin,Liquid-cooled,59.0,265768.0,10704.0,2023,28.71,Boros
Roda4,City Car,1137.8,4,76.6,903.2,CVT,Bensin,Liquid-cooled,53.0,179326.0,13496.0,2026,17.79,Hemat
Roda2,Matic,147.6,1,14.1,114.3,CVT,Bensin,Liquid-cooled,34.5,247790.0,12443.0,2016,35.0,Boros
Roda4,MPV,1400.3,4,90.0,1147.8,Automatic,Diesel,Liquid-cooled,46.3,188206.0,8996.0,2024,16.81,Hemat
Roda4,City Car,1202.5,3,77.4,900.5,Manual,Bensin,Liquid-cooled,55.8,502959.0,12588.0,2026,16.99,Hemat
Roda2,Matic,126.4,1,10.6,102.0,CVT,Bensin,Air-cooled,11.4,180998.0,11970.0,2020,45.43,Hemat
Roda4,City Car,1349.0,3,96.3,1005.9,Manual,Bensin,Liquid-cooled,38.6,521283.0,13895.0,2026,13.0,Boros
Roda4,SUV,1859.4,4,126.9,1454.2,DCT,Bensin,Liquid-cooled,58.5,313562.0,10778.0,2016,8.66,Boros
Roda4,MPV,1793.2,4,130.0,1500.0,Manual,Bensin,Liquid-cooled,52.8,457098.0,13043.0,2018,9.0,Boros
Roda4,MPV,1400.6,4,91.2,1227.8,Manual,Diesel,Liquid-cooled,60.2,402630.0,10522.0,2019,13.94,Hemat
Roda4,SUV,1571.3,4,100.0,1241.7,Automatic,Bensin,Liquid-cooled,38.5,309981.0,13245.0,2023,11.34,Hemat
Roda2,Bebek,147.6,1,11.6,110.0,Manual,Bensin,Air-cooled,59.6,267742.0,12785.0,2023,42.0,Boros
Roda2,Matic,138.9,1,12.8,110.1,CVT,Bensin,Liquid-cooled,13.1,127390.0,11140.0,2026,35.0,Boros
Roda2,Matic,144.0,1,14.2,119.0,CVT,Bensin,Liquid-cooled,44.3,129221.0,11309.0,2019,37.51,Boros
Roda4,City Car,1283.1,3,86.4,950.9,Manual,Bensin,Liquid-cooled,70.4,197554.0,12746.0,2020,13.0,Boros
Roda4,SUV,1883.4,4,142.2,1537.1,DCT,Hybrid,Liquid-cooled,55.2,517267.0,13983.0,2020,10.59,Boros
Roda4,City Car,1325.1,4,87.8,1037.6,Automatic,Bensin,Liquid-cooled,89.5,103829.0,12962.0,2015,13.0,Boros
Roda4,MPV,1424.7,4,94.5,1154.3,Automatic,Diesel,Liquid-cooled,30.4,501631.0,11191.0,2017,13.76,Hemat
Roda2,Matic,135.9,1,12.9,113.3,CVT,Bensin,Air-cooled,72.1,190571.0,10983.0,2019,35.3,Boros
Roda2,Sport,179.0,2,19.1,131.4,Manual,Bensin,Liquid-cooled,63.4,232434.0,13199.0,2022,35.12,Hemat
Roda2,Bebek,139.0,1,10.6,107.2,Manual,Bensin,Air-cooled,57.0,252382.0,12990.0,2026,42.0,Boros
Roda4,SUV,1573.0,4,105.1,1239.5,Manual,Diesel,Liquid-cooled,59.9,265077.0,11722.0,2016,13.04,Hemat
Roda4,MPV,1635.6,4,120.5,1363.4,Manual,Diesel,Liquid-cooled,97.8,525513.0,7232.0,2015,9.0,Boros
Roda2,Sport,195.3,1,22.2,143.5,Manual,Bensin,Liquid-cooled,36.7,132512.0,10714.0,2026,28.97,Boros
Roda2,Sport,158.1,2,15.7,121.5,Manual,Bensin,Liquid-cooled,75.8,229831.0,10243.0,2021,33.89,Hemat
Roda2,Bebek,145.5,1,11.1,110.0,Manual,Bensin,Air-cooled,38.5,81391.0,10668.0,2018,42.0,Boros
Roda2,Matic,123.8,1,11.6,101.8,CVT,Bensin,Air-cooled,50.8,184596.0,11772.0,2021,49.63,Hemat
Roda4,MPV,1651.3,4,123.7,1322.3,Automatic,Diesel,Liquid-cooled,23.5,348265.0,12864.0,2025,9.42,Boros
Roda4,MPV,1300.1,4,85.0,1113.6,CVT,Diesel,Liquid-cooled,49.7,139232.0,11166.0,2016,16.27,Hemat
Roda2,Bebek,103.3,1,8.1,90.0,Manual,Bensin,Air-cooled,45.9,220057.0,10163.0,2026,58.41,Hemat
Roda2,Matic,155.5,1,14.9,122.1,CVT,Bensin,Liquid-cooled,27.9,188259.0,10686.0,2016,35.0,Boros
Roda2,Matic,142.0,1,13.4,112.4,CVT,Bensin,Air-cooled,49.7,282084.0,10214.0,2020,41.75,Boros
Roda4,MPV,1682.8,4,128.1,1437.9,CVT,Diesel,Liquid-cooled,21.5,200562.0,11622.0,2023,9.92,Boros
Roda2,Sport,194.0,2,22.4,138.0,Manual,Bensin,Liquid-cooled,63.1,255010.0,13600.0,2021,29.45,Boros
Roda4,City Car,1394.4,4,90.2,1031.6,CVT,Bensin,Liquid-cooled,64.8,174792.0,12603.0,2016,13.0,Boros
Roda2,Matic,138.6,1,12.4,115.9,CVT,Bensin,Air-cooled,27.3,290017.0,10263.0,2019,39.96,Boros
Roda4,MPV,1706.6,4,122.1,1411.5,Automatic,Bensin,Liquid-cooled,79.7,371503.0,10706.0,2017,9.0,Boros
Roda2,Matic,116.2,1,10.1,95.0,CVT,Bensin,Air-cooled,36.3,227434.0,13166.0,2018,44.94,Hemat
Roda2,Matic,145.7,1,14.4,116.7,CVT,Bensin,Liquid-cooled,19.7,50847.0,10957.0,2025,37.62,Boros
Roda4,City Car,1265.1,3,91.1,1000.5,Manual,Bensin,Liquid-cooled,56.7,136070.0,13279.0,2018,13.0,Boros
Roda4,City Car,1482.8,3,105.0,1063.2,Automatic,Bensin,Liquid-cooled,44.4,144614.0,13002.0,2015,13.0,Boros
Roda4,City Car,1067.5,3,69.1,856.5,CVT,Bensin,Liquid-cooled,42.2,272286.0,10905.0,2015,17.06,Hemat
Roda2,Matic,122.6,1,9.8,100.1,CVT,Bensin,Air-cooled,70.3,253276.0,10130.0,2026,47.74,Hemat
Roda4,City Car,1139.2,3,75.0,866.4,CVT,Bensin,Liquid-cooled,88.3,497785.0,11208.0,2022,14.34,Boros
Roda2,Sport Besar,383.1,4,36.2,175.1,Manual,Bensin,Liquid-cooled,16.9,119818.0,10426.0,2021,22.0,Hemat
Roda4,MPV,1479.2,4,105.5,1267.0,Manual,Bensin,Liquid-cooled,69.6,424078.0,12162.0,2026,12.48,Hemat
Roda4,City Car,1366.3,4,92.4,1043.2,Automatic,Bensin,Liquid-cooled,33.4,542052.0,11797.0,2026,13.0,Boros
Roda4,City Car,1056.4,3,70.2,800.0,Automatic,Bensin,Liquid-cooled,30.0,358143.0,11472.0,2017,14.07,Boros
Roda2,Bebek,139.5,1,11.1,105.1,Manual,Bensin,Air-cooled,42.7,58615.0,13781.0,2018,42.0,Boros
Roda4,SUV,1773.1,4,123.5,1472.5,CVT,Hybrid,Liquid-cooled,91.4,274268.0,14357.0,2019,10.71,Boros
Roda2,Matic,157.3,1,16.0,125.0,CVT,Bensin,Liquid-cooled,38.3,90492.0,12733.0,2017,35.0,Boros
Roda4,MPV,1516.3,4,108.6,1263.3,Automatic,Bensin,Liquid-cooled,71.2,399516.0,13502.0,2024,10.62,Boros
Roda2,Sport Besar,284.9,4,25.0,169.8,Manual,Bensin,Liquid-cooled,32.1,284764.0,11025.0,2019,20.58,Boros
Roda2,Bebek,133.8,1,10.3,102.3,Manual,Bensin,Air-cooled,37.3,232465.0,13441.0,2015,42.0,Boros
Roda2,Matic,122.2,1,10.4,103.1,CVT,Bensin,Air-cooled,79.6,77792.0,12302.0,2015,44.28,Hemat
Roda4,City Car,1123.2,4,79.2,863.3,Manual,Bensin,Liquid-cooled,64.7,359577.0,11034.0,2026,18.12,Hemat
Roda2,Sport,241.6,1,28.9,168.5,Manual,Bensin,Liquid-cooled,54.7,206211.0,12328.0,2017,28.0,Boros
Roda4,MPV,1463.4,4,105.6,1261.3,CVT,Diesel,Liquid-cooled,28.4,336754.0,12965.0,2023,12.61,Hemat
Roda4,MPV,1415.5,4,89.9,1207.1,CVT,Bensin,Liquid-cooled,20.6,545903.0,13893.0,2019,12.35,Hemat
Roda2,Matic,129.8,1,12.5,102.1,CVT,Bensin,Liquid-cooled,29.9,140843.0,11812.0,2025,47.02,Hemat
Roda4,MPV,1405.7,4,105.0,1100.0,Manual,Bensin,Liquid-cooled,61.1,436108.0,10828.0,2020,11.82,Boros
Roda4,SUV,1741.8,4,126.3,1386.9,DCT,Hybrid,Liquid-cooled,79.1,460006.0,14349.0,2020,11.7,Hemat
Roda4,MPV,1376.3,4,92.1,1224.0,Automatic,Bensin,Liquid-cooled,19.9,343653.0,11645.0,2020,12.43,Hemat
Roda4,SUV,1524.6,4,102.4,1251.6,CVT,Hybrid,Liquid-cooled,60.2,304972.0,14234.0,2022,14.38,Hemat
Roda2,Sport,184.6,1,19.8,138.9,Manual,Bensin,Liquid-cooled,63.8,295040.0,13553.0,2022,28.0,Boros
Roda2,Sport Besar,570.9,2,57.2,229.4,Manual,Bensin,Liquid-cooled,52.8,201179.0,11869.0,2023,16.0,Boros
Roda4,MPV,1787.5,4,130.0,1500.0,Automatic,Bensin,Liquid-cooled,25.7,357271.0,13025.0,2024,9.0,Boros
Roda4,MPV,1435.7,4,100.9,1304.7,Automatic,Bensin,Liquid-cooled,99.5,593672.0,13829.0,2018,9.0,Boros
Roda2,Sport Besar,404.2,3,49.7,210.8,Manual,Bensin,Liquid-cooled,36.4,94936.0,11932.0,2018,17.08,Boros
Roda2,Sport,232.0,2,27.6,163.4,Manual,Bensin,Liquid-cooled,45.6,83469.0,11503.0,2017,28.0,Boros
Roda2,Sport,192.2,2,20.1,142.5,Manual,Bensin,Liquid-cooled,16.6,190742.0,12971.0,2024,28.0,Boros
Roda4,City Car,1383.8,3,93.1,1004.2,Automatic,Bensin,Liquid-cooled,36.4,192919.0,10588.0,2016,13.0,Boros
Roda2,Bebek,118.2,1,9.0,97.0,Manual,Bensin,Air-cooled,25.1,206867.0,13602.0,2015,43.64,Boros
Roda4,MPV,1779.4,4,121.4,1438.3,Automatic,Bensin,Liquid-cooled,33.2,180734.0,10751.0,2015,9.0,Boros
Roda2,Sport Besar,609.4,3,62.1,245.3,Manual,Bensin,Liquid-cooled,30.7,263830.0,12907.0,2021,16.0,Boros
Roda2,Sport Besar,480.2,3,49.5,218.6,Manual,Bensin,Liquid-cooled,62.9,91910.0,11623.0,2020,16.0,Boros
Roda4,City Car,1110.8,3,70.4,839.6,Automatic,Bensin,Liquid-cooled,98.6,439749.0,11392.0,2026,17.61,Hemat
Roda4,City Car,1196.5,4,80.4,887.8,Manual,Bensin,Liquid-cooled,81.0,177894.0,13434.0,2024,14.31,Boros
Roda2,Matic,138.1,1,12.9,114.0,CVT,Bensin,Air-cooled,27.7,147995.0,12519.0,2016,35.0,Boros
Roda4,SUV,1926.1,4,143.5,1512.6,DCT,Diesel,Liquid-cooled,18.0,458927.0,6955.0,2019,8.0,Boros
Roda4,MPV,1532.2,4,106.8,1282.9,CVT,Bensin,Liquid-cooled,92.6,331904.0,12207.0,2016,9.4,Boros
Roda2,Sport Besar,336.5,2,29.9,175.7,Manual,Bensin,Liquid-cooled,70.9,260679.0,12837.0,2022,23.7,Hemat
Roda2,Sport Besar,566.8,3,62.7,234.9,Manual,Bensin,Liquid-cooled,65.0,102862.0,12983.0,2019,16.0,Boros
Roda4,MPV,1353.1,4,91.9,1109.1,Manual,Bensin,Liquid-cooled,25.5,135475.0,11818.0,2020,13.97,Hemat
Roda2,Sport Besar,397.7,4,41.4,202.2,Manual,Bensin,Liquid-cooled,72.1,70045.0,13687.0,2025,22.86,Hemat
Roda4,City Car,1224.7,4,86.6,948.7,CVT,Bensin,Liquid-cooled,88.5,365462.0,11161.0,2023,14.05,Boros
Roda2,Matic,128.5,1,11.1,107.7,CVT,Bensin,Liquid-cooled,39.3,105807.0,10636.0,2026,48.05,Hemat
Roda2,Matic,122.2,1,10.9,103.4,CVT,Bensin,Air-cooled,22.4,75600.0,12876.0,2023,38.18,Boros
Roda4,SUV,1580.4,4,106.4,1215.1,DCT,Bensin,Liquid-cooled,80.2,509945.0,11309.0,2017,9.25,Boros
Roda4,MPV,1551.3,4,106.4,1373.2,Manual,Bensin,Liquid-cooled,32.6,528733.0,12783.0,2020,9.13,Boros
Roda4,SUV,1696.1,4,126.0,1380.1,DCT,Diesel,Liquid-cooled,97.6,140463.0,9581.0,2021,9.25,Boros
Roda2,Matic,126.4,1,11.3,100.4,CVT,Bensin,Air-cooled,11.5,254219.0,10054.0,2026,41.09,Boros
Roda4,SUV,1719.6,4,126.3,1361.4,Automatic,Hybrid,Liquid-cooled,75.4,512057.0,14431.0,2021,9.89,Boros
Roda2,Matic,120.2,1,10.2,102.6,CVT,Bensin,Air-cooled,37.2,172912.0,11151.0,2015,42.71,Hemat
Roda2,Sport Besar,436.9,3,44.2,200.4,Manual,Bensin,Liquid-cooled,38.1,133151.0,13136.0,2023,18.33,Boros
Roda4,SUV,1568.2,4,109.0,1241.9,DCT,Bensin,Liquid-cooled,81.5,272040.0,12165.0,2017,12.58,Hemat
Roda2,Sport,171.3,2,19.0,124.6,Manual,Bensin,Liquid-cooled,72.3,297458.0,11974.0,2017,33.31,Hemat
Roda2,Matic,150.8,1,15.2,120.1,CVT,Bensin,Air-cooled,55.2,293224.0,10217.0,2026,35.0,Boros
Roda4,City Car,1472.8,4,103.5,1057.6,Manual,Bensin,Liquid-cooled,36.9,352872.0,11525.0,2016,13.0,Boros
Roda4,City Car,1123.8,3,80.4,885.8,Manual,Bensin,Liquid-cooled,98.5,157857.0,12053.0,2022,14.19,Boros
Roda4,City Car,1341.1,3,96.7,946.0,Automatic,Bensin,Liquid-cooled,81.9,562119.0,10636.0,2025,13.0,Boros
Roda2,Sport Besar,579.1,4,63.4,250.0,Manual,Bensin,Liquid-cooled,47.7,209647.0,12454.0,2016,16.0,Boros
Roda4,SUV,1723.6,4,128.6,1466.1,Automatic,Diesel,Liquid-cooled,34.4,119488.0,9655.0,2024,8.19,Boros
Roda2,Sport,222.4,2,27.9,155.8,Manual,Bensin,Liquid-cooled,44.4,210465.0,11605.0,2015,28.0,Boros
Roda2,Bebek,133.7,1,10.2,104.1,Manual,Bensin,Air-cooled,70.5,88731.0,10323.0,2020,42.0,Boros
Roda4,City Car,1239.0,4,83.5,1017.9,CVT,Bensin,Liquid-cooled,24.3,474256.0,11377.0,2016,13.0,Boros
Roda2,Sport,212.5,2,23.0,152.7,Manual,Bensin,Liquid-cooled,18.8,258961.0,12566.0,2026,28.49,Boros
Roda2,Sport,244.0,1,30.0,166.6,Manual,Bensin,Liquid-cooled,47.9,271996.0,12468.0,2016,28.0,Boros
Roda2,Bebek,105.3,1,7.0,90.0,Manual,Bensin,Air-cooled,21.5,245790.0,10478.0,2021,51.89,Hemat
Roda2,Sport,227.2,1,25.5,157.8,Manual,Bensin,Liquid-cooled,65.1,193567.0,10350.0,2019,28.0,Boros
Roda2,Matic,127.6,1,11.3,104.0,CVT,Bensin,Air-cooled,47.8,244148.0,11253.0,2020,38.7,Boros
Roda2,Bebek,139.7,1,10.5,107.3,Manual,Bensin,Air-cooled,64.1,107513.0,10512.0,2016,42.0,Boros
Roda2,Matic,158.6,1,15.2,125.0,CVT,Bensin,Air-cooled,55.4,219499.0,13442.0,2023,35.0,Boros
Roda4,MPV,1355.4,4,93.0,1143.1,Manual,Bensin,Liquid-cooled,53.6,495346.0,10309.0,2018,14.9,Hemat
Roda4,SUV,1866.2,4,139.5,1513.0,DCT,Bensin,Liquid-cooled,79.3,130328.0,12753.0,2022,8.51,Boros
Roda2,Matic,116.9,1,9.9,96.2,CVT,Bensin,Liquid-cooled,13.1,130148.0,12230.0,2025,50.13,Hemat
Roda2,Matic,114.5,1,9.7,97.3,CVT,Bensin,Liquid-cooled,60.0,266889.0,10168.0,2026,54.62,Hemat
Roda4,SUV,1997.0,4,150.0,1542.7,Manual,Bensin,Liquid-cooled,23.7,476658.0,12469.0,2025,8.0,Boros
Roda2,Sport,169.5,1,18.7,130.2,Manual,Bensin,Liquid-cooled,17.9,268105.0,13629.0,2025,33.52,Hemat
Roda2,Matic,124.6,1,10.9,107.3,CVT,Bensin,Air-cooled,75.6,148066.0,11712.0,2017,38.74,Boros
Roda2,Bebek,144.7,1,11.5,106.5,Manual,Bensin,Air-cooled,73.8,55234.0,11232.0,2017,42.0,Boros
Roda2,Sport,201.0,1,25.1,136.9,Manual,Bensin,Liquid-cooled,32.9,263194.0,11942.0,2017,28.0,Boros
Roda4,SUV,1953.0,4,146.2,1600.0,DCT,Hybrid,Liquid-cooled,79.1,146468.0,14178.0,2017,8.0,Boros
Roda2,Matic,126.4,1,12.0,105.7,CVT,Bensin,Air-cooled,25.7,147158.0,11622.0,2018,39.56,Boros
Roda2,Bebek,106.2,1,7.7,92.9,Manual,Bensin,Air-cooled,36.3,280822.0,12125.0,2025,51.17,Hemat
Roda4,MPV,1628.4,4,112.3,1436.9,Automatic,Bensin,Liquid-cooled,93.7,557233.0,12151.0,2021,9.31,Boros
Roda4,SUV,1882.3,4,144.5,1516.2,CVT,Diesel,Liquid-cooled,19.0,497725.0,9428.0,2018,8.0,Boros
Roda2,Matic,153.4,1,14.3,118.4,CVT,Bensin,Liquid-cooled,71.1,58041.0,13494.0,2026,35.0,Boros
Roda2,Sport,164.6,2,17.5,120.0,Manual,Bensin,Liquid-cooled,36.2,83329.0,11743.0,2023,41.66,Hemat
Roda2,Matic,125.7,1,11.6,104.4,CVT,Bensin,Liquid-cooled,72.0,155822.0,13018.0,2022,41.01,Boros
Roda4,MPV,1379.3,4,93.9,1157.6,Manual,Bensin,Liquid-cooled,44.6,192344.0,13102.0,2019,13.07,Hemat
Roda4,City Car,1070.9,4,73.3,835.6,Automatic,Bensin,Liquid-cooled,21.2,332318.0,11084.0,2018,15.67,Hemat
Roda4,City Car,1366.5,3,94.8,1023.5,Manual,Bensin,Liquid-cooled,33.7,465339.0,13816.0,2024,13.0,Boros
Roda4,City Car,1079.1,3,75.5,869.0,Automatic,Bensin,Liquid-cooled,52.9,215962.0,10779.0,2024,14.24,Boros
Roda4,MPV,1634.7,4,118.3,1365.8,Automatic,Diesel,Liquid-cooled,20.6,572656.0,7276.0,2017,9.0,Boros
Roda2,Bebek,111.0,1,8.2,92.4,Manual,Bensin,Air-cooled,72.6,249964.0,11658.0,2025,61.99,Hemat
Roda2,Matic,125.0,1,10.3,103.6,CVT,Bensin,Liquid-cooled,34.3,170809.0,12934.0,2025,53.87,Hemat
Roda4,MPV,1403.2,4,91.3,1176.1,Automatic,Bensin,Liquid-cooled,22.5,105528.0,12695.0,2015,11.45,Boros
Roda2,Matic,115.2,1,10.0,95.0,CVT,Bensin,Air-cooled,29.3,93806.0,13021.0,2021,55.95,Hemat
Roda4,SUV,1825.9,4,124.9,1524.1,Manual,Diesel,Liquid-cooled,15.0,437104.0,12616.0,2021,8.73,Boros
Roda4,MPV,1678.8,4,108.5,1422.7,CVT,Bensin,Liquid-cooled,45.2,138848.0,11379.0,2024,10.24,Boros
Roda2,Sport Besar,305.1,3,28.4,175.8,Manual,Bensin,Liquid-cooled,58.6,240833.0,11026.0,2022,26.08,Hemat
Roda2,Matic,154.1,1,15.7,120.7,CVT,Bensin,Liquid-cooled,40.0,194640.0,11805.0,2023,35.0,Boros
Roda2,Bebek,143.9,1,11.6,108.9,Manual,Bensin,Air-cooled,12.5,93805.0,13380.0,2019,42.0,Boros
Roda4,SUV,1623.3,4,114.4,1272.9,CVT,Bensin,Liquid-cooled,86.0,168112.0,12711.0,2024,9.07,Boros
Roda4,SUV,1882.6,4,137.7,1467.3,DCT,Hybrid,Liquid-cooled,50.9,153861.0,14443.0,2025,11.55,Hemat
Roda2,Sport Besar,384.5,3,42.4,182.2,Manual,Bensin,Liquid-cooled,72.3,177735.0,12828.0,2026,21.42,Boros
Roda2,Sport,249.8,2,30.0,170.0,Manual,Bensin,Liquid-cooled,32.1,91404.0,12875.0,2015,28.0,Boros
Roda4,MPV,1577.1,4,103.8,1328.4,CVT,Diesel,Liquid-cooled,47.2,560504.0,11191.0,2017,10.83,Boros
Roda2,Sport Besar,617.0,3,68.0,242.5,Manual,Bensin,Liquid-cooled,22.9,160865.0,11606.0,2020,16.0,Boros
Roda2,Bebek,115.7,1,9.3,98.9,Manual,Bensin,Air-cooled,75.3,209351.0,13127.0,2020,42.0,Boros
Roda2,Bebek,122.5,1,9.6,99.4,Manual,Bensin,Air-cooled,62.8,205502.0,12106.0,2016,46.0,Boros
Roda4,City Car,1215.3,3,87.2,920.8,CVT,Bensin,Liquid-cooled,27.7,356127.0,12237.0,2026,13.17,Boros
Roda4,MPV,1717.9,4,118.7,1468.1,Automatic,Bensin,Liquid-cooled,85.1,323416.0,13501.0,2023,9.0,Boros
Roda4,City Car,1452.6,3,101.2,1054.7,Manual,Bensin,Liquid-cooled,47.5,105159.0,10102.0,2019,13.0,Boros
Roda2,Bebek,129.7,1,10.4,102.2,Manual,Bensin,Air-cooled,10.3,111706.0,12890.0,2022,42.0,Boros
Roda2,Matic,112.6,1,9.1,97.1,CVT,Bensin,Air-cooled,42.5,287895.0,13685.0,2019,53.28,Hemat
Roda4,SUV,1906.0,4,143.8,1574.6,Manual,Bensin,Liquid-cooled,99.1,143204.0,13202.0,2022,8.0,Boros
Roda2,Sport Besar,324.7,3,36.3,163.9,Manual,Bensin,Liquid-cooled,45.5,225585.0,13757.0,2015,21.16,Boros
Roda4,MPV,1367.5,4,93.2,1157.3,Manual,Bensin,Liquid-cooled,57.9,103616.0,13158.0,2026,13.6,Hemat
Roda4,City Car,1350.3,4,86.2,946.0,CVT,Bensin,Liquid-cooled,99.5,180591.0,10092.0,2024,13.0,Boros
Roda4,SUV,1920.8,4,130.6,1562.8,Manual,Diesel,Liquid-cooled,47.7,208925.0,10232.0,2026,8.56,Boros
